Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Budget
2,owner,60,32,married,no_rec,fixed,60,145,3500,1100,1250,1763
0,other,60,27,single,no_rec,partime,35,38,0,0,600,1690
0,other,18,16,single,yes_rec,partime,35,50,0,0,400,500
13,owner,36,35,married,no_rec,fixed,45,193,3000,0,700,1000
4,owner,60,50,married,no_rec,fixed,45,130,9000,0,1800,2281
17,owner,36,38,married,no_rec,fixed,60,250,9000,0,1000,1204
4,owner,36,27,married,no_rec,fixed,45,190,13000,2000,800,2400
15,owner,48,39,married,no_rec,fixed,60,200,3500,200,800,1218
0,ignore,60,21,married,no_rec,partime,45,150,5000,0,1300,1429
12,owner,48,44,married,yes_rec,fixed,45,152,7500,0,1100,2120
4,parents,60,27,single,no_rec,fixed,35,150,0,0,700,2061
10,owner,60,37,married,no_rec,freelance,90,40,5000,1600,2000,2550
7,owner,48,24,married,no_rec,fixed,35,68,3500,0,500,1700
3,other,48,17,single,no_rec,freelance,60,104,5000,0,1300,1813
13,rent,60,49,married,no_rec,fixed,57,120,0,0,1000,1257
20,owner,60,39,married,yes_rec,freelance,75,60,3000,0,1500,1912
30,owner,36,47,married,no_rec,freelance,45,33,3000,0,600,1011
9,priv,60,27,married,no_rec,fixed,60,155,12000,5000,1200,1400
10,rent,36,31,divorced,no_rec,freelance,45,100,0,0,1000,1700
0,rent,36,13,single,yes_rec,others,38,33,0,0,300,350
25,rent,42,56,married,no_rec,fixed,57,121,0,0,750,830
6,rent,36,26,separated,no_rec,fixed,49,140,0,0,550,999
8,owner,36,26,married,yes_rec,freelance,75,411,9000,4000,800,1593
25,rent,60,47,married,no_rec,fixed,73,127,0,0,1030,1250
2,owner,60,29,married,no_rec,fixed,45,166,7000,0,600,1180
4,owner,48,25,married,no_rec,fixed,60,167,3500,1000,800,1350
24,owner,60,38,single,no_rec,fixed,35,120,3500,0,1320,1680
0,owner,18,21,single,no_rec,others,35,85,7500,2600,600,1290
7,parents,36,19,single,no_rec,fixed,35,127,0,0,300,2612
2,priv,48,25,married,yes_rec,fixed,45,178,5000,0,1150,1627
22,owner,48,35,married,no_rec,fixed,45,180,1,0,1200,2206
15,rent,48,28,married,no_rec,fixed,78,179,0,0,1150,1661
1,other,36,35,married,yes_rec,fixed,75,150,0,0,800,800
2,rent,60,35,married,no_rec,fixed,60,145,500,0,1550,1621
0,owner,60,25,married,no_rec,fixed,45,180,5000,0,1600,1924
18,owner,18,33,married,yes_rec,freelance,60,93,20000,0,950,1350
0,parents,18,14,single,no_rec,fixed,35,91,0,0,650,650
5,owner,60,32,married,no_rec,freelance,60,67,3500,196,1300,1625
14,owner,60,25,married,no_rec,fixed,45,120,6500,3000,760,895
6,owner,48,53,married,yes_rec,freelance,60,400,86000,0,930,945
1,rent,60,21,married,no_rec,partime,48,127,0,0,1250,1655
12,owner,36,36,married,no_rec,freelance,60,150,10000,0,1000,2100
2,priv,60,29,married,no_rec,fixed,60,186,8000,4000,1250,1350
0,parents,60,29,single,no_rec,others,45,158,2000,0,1020,1600
3,rent,60,39,married,no_rec,freelance,74,140,2000,0,800,992
0,other,36,16,single,no_rec,partime,35,48,0,0,400,650
3,rent,60,25,married,no_rec,freelance,45,160,0,0,1150,1395
11,owner,12,46,married,no_rec,freelance,45,80,6000,0,1000,1931
0,rent,60,25,married,no_rec,fixed,68,80,0,0,1000,1330
2,owner,24,35,married,no_rec,freelance,60,68,5000,0,680,1682
1,owner,60,42,married,no_rec,fixed,75,78,4000,0,1500,1711
2,other,60,17,single,no_rec,fixed,35,58,12000,0,1450,1600
0,owner,24,25,married,no_rec,partime,60,76,4500,0,400,450
9,owner,24,35,married,no_rec,freelance,60,89,5000,0,500,1490
5,parents,24,30,married,yes_rec,fixed,35,189,3000,0,800,1828
3,parents,60,23,single,no_rec,fixed,35,187,0,0,700,873
6,other,30,17,single,no_rec,fixed,35,73,0,0,1086,1086
3,rent,60,25,married,no_rec,fixed,77,169,0,0,1500,2037
7,owner,60,39,married,no_rec,freelance,90,190,10000,0,1350,1527
0,rent,36,21,single,no_rec,fixed,46,107,0,0,310,910
8,owner,60,29,married,no_rec,fixed,75,145,3000,1800,1500,1703
3,parents,60,18,single,no_rec,fixed,35,107,0,0,800,1111
6,priv,48,30,married,no_rec,fixed,45,125,3500,1125,700,1226
3,owner,36,35,married,no_rec,fixed,35,158,14000,0,700,850
0,rent,60,36,married,yes_rec,fixed,95,50,7000,4000,1600,1601
6,parents,60,21,single,yes_rec,fixed,35,270,0,0,1800,1921
9,other,60,25,married,yes_rec,fixed,60,109,0,0,1250,1560
0,rent,36,13,single,no_rec,partime,40,51,0,0,500,500
1,other,36,32,married,no_rec,freelance,60,27,0,0,850,1000
1,parents,60,22,single,no_rec,partime,35,82,8000,0,1100,1300
1,owner,24,51,married,yes_rec,fixed,45,151,7500,0,800,1300
0,parents,36,22,single,no_rec,fixed,45,200,5000,0,800,1456
8,rent,60,51,married,no_rec,fixed,62,266,5000,0,1000,1149
0,parents,36,17,married,no_rec,partime,60,137,0,0,700,900
14,owner,60,32,married,no_rec,fixed,60,79,3500,0,700,1700
18,owner,60,31,married,no_rec,fixed,45,85,3000,0,1500,1856
25,owner,36,49,married,yes_rec,freelance,45,285,7000,0,900,1383
18,owner,60,37,married,no_rec,fixed,75,111,2500,0,1150,1640
2,parents,48,34,separated,no_rec,fixed,35,160,0,0,550,2340
5,other,24,28,married,no_rec,fixed,60,115,0,0,400,1600
10,rent,36,41,married,no_rec,fixed,114,235,0,0,500,1531
30,owner,48,40,married,no_rec,fixed,75,105,10000,2400,830,1128
17,rent,60,39,married,no_rec,fixed,51,159,0,0,1100,1668
11,owner,48,36,married,yes_rec,freelance,45,280,4000,1300,1000,1350
12,rent,36,46,married,no_rec,fixed,74,139,0,0,600,690
9,owner,60,19,married,no_rec,fixed,35,125,4000,0,1000,1174
11,rent,24,21,single,no_rec,fixed,59,137,2500,0,350,1158
16,priv,48,46,married,no_rec,fixed,45,130,3000,500,500,964
2,parents,36,19,single,no_rec,fixed,35,65,0,0,895,895
20,owner,60,45,married,no_rec,fixed,60,170,6000,0,1300,1404
2,parents,60,19,single,no_rec,freelance,35,214,7000,2400,2000,2570
25,owner,18,35,married,no_rec,fixed,45,110,4000,0,455,1542
3,rent,48,29,married,no_rec,fixed,77,165,5000,0,1287,1693
35,owner,36,54,married,no_rec,freelance,60,125,6000,0,500,1389
4,owner,60,21,single,yes_rec,fixed,35,155,4000,0,1350,1610
11,owner,36,29,married,no_rec,fixed,60,180,23000,0,400,1084
1,rent,48,36,married,no_rec,partime,89,136,0,0,1070,1378
0,owner,48,34,married,no_rec,freelance,60,200,5500,0,3075,4575
5,rent,48,43,married,yes_rec,freelance,65,50,0,0,1200,1487
10,parents,36,29,married,yes_rec,freelance,45,54,10000,0,600,882
0,parents,60,19,single,no_rec,fixed,35,53,0,0,1200,1497
20,owner,18,42,married,yes_rec,freelance,60,232,110000,0,1800,3300
10,owner,24,45,married,no_rec,freelance,60,200,19,0,500,1131
2,parents,24,14,single,no_rec,partime,35,60,0,0,530,630
0,parents,42,16,single,no_rec,fixed,35,75,0,0,900,1141
10,rent,48,29,married,no_rec,fixed,83,79,0,0,1200,1215
2,owner,36,18,single,no_rec,freelance,45,135,10000,0,1250,1400
2,owner,60,40,married,no_rec,fixed,75,165,3000,0,900,1500
0,priv,48,51,married,no_rec,others,35,84,4500,50,700,940
0,parents,24,31,married,no_rec,others,90,31,0,0,625,725
3,owner,12,52,married,no_rec,fixed,45,150,19000,1408,550,800
3,rent,60,21,married,no_rec,fixed,53,80,0,0,950,989
4,owner,60,32,married,no_rec,fixed,75,295,5000,900,500,1205
2,rent,48,19,single,no_rec,fixed,44,90,0,0,1200,1450
8,priv,48,17,married,no_rec,fixed,45,120,2500,1200,880,882
0,rent,48,18,single,no_rec,partime,42,72,0,0,700,875
1,owner,24,33,married,no_rec,fixed,60,102,3500,0,850,1260
1,rent,60,23,married,no_rec,freelance,53,179,0,0,1825,2275
9,rent,60,36,married,no_rec,fixed,72,120,6000,700,1600,1776
1,other,48,18,single,no_rec,partime,35,147,0,0,1000,1843
14,owner,36,31,married,yes_rec,fixed,75,115,11000,3600,1250,1550
18,rent,60,49,married,no_rec,fixed,66,214,0,0,1300,1307
10,parents,36,45,separated,no_rec,fixed,35,86,0,0,700,1473
1,owner,60,35,married,yes_rec,fixed,45,100,8500,0,400,1570
15,owner,60,30,married,no_rec,fixed,75,290,15000,0,775,951
5,owner,60,44,married,no_rec,fixed,35,122,5000,0,1500,1740
7,owner,60,42,married,no_rec,fixed,75,155,3000,200,675,975
2,rent,36,24,married,no_rec,fixed,88,130,0,0,500,600
2,parents,36,29,separated,no_rec,fixed,35,130,4000,0,500,550
1,owner,42,33,married,no_rec,fixed,75,174,8000,0,1300,1683
13,parents,48,26,married,no_rec,fixed,75,80,0,0,1000,1575
1,priv,12,41,married,no_rec,others,90,90,2000,600,500,1193
4,rent,12,28,married,no_rec,fixed,78,183,0,0,600,1600
1,rent,36,39,married,no_rec,fixed,105,145,0,0,1000,2275
6,owner,60,47,married,no_rec,fixed,60,205,7000,3500,1000,1151
1,parents,36,28,married,no_rec,fixed,35,200,0,0,600,1580
7,owner,12,18,married,no_rec,fixed,45,60,3500,0,500,1595
6,owner,48,19,married,no_rec,fixed,45,227,3000,0,600,1380
15,rent,12,30,separated,no_rec,fixed,44,90,9000,0,400,1400
19,parents,60,29,single,no_rec,fixed,35,80,0,0,1000,1097
5,owner,12,22,married,no_rec,fixed,45,86,2500,0,1000,1600
17,owner,60,29,married,no_rec,fixed,75,173,4000,1600,933,964
2,rent,36,39,married,no_rec,partime,57,123,5000,0,900,975
1,rent,60,26,divorced,yes_rec,fixed,43,76,0,0,500,1300
28,owner,36,44,married,no_rec,fixed,45,90,27000,0,600,1690
15,owner,36,44,married,no_rec,freelance,75,70,3572,1728,1650,2755
15,priv,60,38,married,no_rec,fixed,75,126,3000,0,1350,1360
2,other,48,24,single,no_rec,fixed,35,75,0,0,650,824
14,owner,60,32,married,yes_rec,fixed,75,60,2500,0,1500,1648
10,owner,36,21,married,no_rec,fixed,60,100,3000,1800,500,690
0,owner,36,31,married,no_rec,others,45,25,3500,0,1300,2246
4,rent,36,29,married,no_rec,fixed,73,126,0,0,1000,1250
6,owner,48,47,married,no_rec,fixed,45,190,3500,0,1500,1905
30,owner,60,60,married,no_rec,freelance,45,250,80000,0,1700,2290
5,parents,24,21,single,no_rec,freelance,35,100,0,0,800,2450
2,rent,48,32,separated,yes_rec,freelance,35,232,0,0,2000,3900
3,parents,36,23,single,no_rec,fixed,35,74,0,0,350,550
12,owner,36,51,married,no_rec,fixed,75,205,5500,1950,275,300
20,owner,48,48,married,no_rec,freelance,60,83,7500,0,1200,1797
0,parents,48,21,single,no_rec,fixed,35,75,0,0,850,1400
11,parents,48,23,single,yes_rec,fixed,35,96,0,0,1100,1370
1,owner,60,23,married,yes_rec,fixed,60,150,3500,270,1000,1119
14,owner,18,24,married,no_rec,fixed,35,165,6000,2500,600,1370
1,parents,36,18,single,no_rec,fixed,35,55,5000,0,775,925
2,priv,60,23,married,no_rec,fixed,35,165,3000,0,500,1650
22,owner,60,41,married,no_rec,fixed,60,75,3000,600,950,1263
12,owner,60,23,married,no_rec,fixed,45,141,6000,400,1100,1544
10,owner,24,48,married,yes_rec,fixed,60,60,3000,0,1750,2038
9,rent,60,26,single,no_rec,fixed,44,87,0,0,1200,1364
2,owner,60,27,married,no_rec,fixed,60,182,3000,350,1300,1662
5,priv,60,26,married,no_rec,fixed,35,90,3000,0,900,1152
2,rent,60,49,married,no_rec,fixed,75,74,0,0,1700,1700
7,priv,60,27,married,no_rec,fixed,75,120,3000,3000,870,1147
10,owner,36,31,married,yes_rec,freelance,60,200,7000,0,1100,1250
0,priv,60,38,married,no_rec,partime,90,82,4000,0,600,790
0,parents,60,21,separated,no_rec,others,35,101,0,0,950,1735
12,rent,36,30,married,yes_rec,freelance,82,74,8000,0,475,550
1,parents,60,17,single,no_rec,fixed,35,109,0,0,1000,1466
2,rent,60,37,married,no_rec,freelance,45,74,0,0,950,962
0,owner,48,24,married,no_rec,others,60,50,11000,0,1000,1480
0,parents,60,24,separated,no_rec,partime,35,140,0,0,763,913
0,rent,36,46,married,no_rec,fixed,113,230,0,0,950,950
8,priv,36,28,married,no_rec,freelance,45,159,5100,0,600,1124
1,parents,24,18,single,no_rec,fixed,35,62,0,0,350,350
0,parents,48,16,single,no_rec,fixed,35,70,0,0,1250,1365
1,parents,18,20,single,no_rec,partime,35,47,0,0,400,1367
2,priv,48,22,married,no_rec,others,75,59,2500,2200,1200,1530
12,owner,60,30,married,no_rec,fixed,60,92,3000,1600,875,875
2,owner,36,25,married,no_rec,fixed,45,350,4000,0,800,1800
6,owner,48,28,married,no_rec,freelance,45,78,3500,0,1100,1526
5,owner,60,31,married,yes_rec,fixed,35,205,9000,1500,1050,1168
14,owner,48,34,married,no_rec,fixed,60,114,11800,0,1300,1926
17,owner,60,46,married,no_rec,fixed,60,98,4000,0,860,1113
0,other,60,26,married,yes_rec,fixed,90,69,0,0,1450,1604
10,owner,24,42,married,no_rec,freelance,135,150,4500,0,350,1097
1,owner,60,28,married,no_rec,partime,75,76,2500,550,800,1105
35,owner,48,45,single,no_rec,freelance,35,100,12000,0,800,1161
22,rent,36,55,married,no_rec,fixed,60,149,0,0,200,280
2,priv,60,19,married,no_rec,fixed,35,170,5000,1500,1150,1200
32,owner,48,41,married,no_rec,fixed,45,150,8000,0,1000,1093
1,priv,60,17,single,no_rec,partime,35,73,4500,4300,1000,1485
0,parents,60,16,single,no_rec,partime,35,86,0,0,1000,1135
7,owner,60,43,married,no_rec,freelance,60,155,4500,0,1400,1500
6,owner,60,33,married,no_rec,fixed,90,145,3000,0,1800,2218
11,owner,48,48,married,no_rec,fixed,45,111,5000,0,1300,1763
2,priv,36,29,married,yes_rec,fixed,105,135,1200,0,400,425
0,other,60,21,married,no_rec,partime,45,68,0,0,1200,1315
10,other,60,31,married,no_rec,fixed,90,172,3000,0,1100,1100
0,other,60,17,single,no_rec,partime,35,55,0,0,1350,1400
18,rent,24,30,married,no_rec,partime,96,63,0,0,600,888
12,parents,36,25,married,no_rec,freelance,75,110,0,0,800,875
9,owner,24,25,married,no_rec,fixed,35,250,30000,0,1000,1594
1,other,36,24,single,no_rec,fixed,35,52,0,0,1000,1152
1,owner,48,34,married,yes_rec,freelance,60,92,6000,0,1300,3626
11,owner,60,23,married,no_rec,fixed,45,78,4000,0,850,978
8,parents,60,44,married,no_rec,freelance,105,43,3000,0,1200,1451
0,owner,60,22,single,no_rec,fixed,35,87,15000,0,1000,1034
0,parents,60,36,single,no_rec,partime,35,131,4500,0,1200,1538
6,ignore,24,32,married,no_rec,fixed,75,466,10000,800,1678,1678
3,owner,60,35,married,yes_rec,fixed,60,200,8000,0,1700,2000
14,rent,36,44,married,no_rec,fixed,70,103,0,0,500,1017
0,rent,60,27,married,no_rec,fixed,105,301,0,0,1200,1274
6,parents,36,28,single,no_rec,fixed,35,120,0,0,425,600
3,rent,48,28,married,no_rec,fixed,66,63,2000,0,800,1298
11,rent,24,22,married,no_rec,partime,72,120,0,0,900,1395
15,other,36,33,married,yes_rec,freelance,90,200,6000,0,1550,1982
8,parents,60,19,single,no_rec,fixed,35,110,0,0,1250,1500
9,rent,36,34,married,no_rec,freelance,54,90,0,0,600,875
0,owner,60,27,married,no_rec,freelance,90,107,15000,0,1200,1957
20,owner,60,29,married,no_rec,fixed,75,61,1500,700,800,1177
5,parents,36,22,single,no_rec,fixed,35,105,9500,2350,1000,1443
0,priv,60,42,married,no_rec,partime,75,156,2000,200,600,1556
8,owner,36,33,married,no_rec,fixed,45,150,23000,0,2800,4400
5,rent,36,35,married,yes_rec,freelance,35,146,0,0,1800,2800
2,owner,60,31,married,no_rec,fixed,60,190,4500,1200,1575,1611
16,owner,60,27,married,no_rec,fixed,60,93,4000,1100,800,1246
6,owner,48,22,married,no_rec,freelance,60,290,4300,900,1500,2127
0,rent,48,30,married,no_rec,fixed,66,206,0,0,1500,1683
21,parents,60,34,married,yes_rec,fixed,60,210,5000,0,1500,1787
1,parents,24,16,single,no_rec,fixed,35,60,0,0,900,1486
20,owner,36,30,married,no_rec,fixed,75,175,12000,0,1500,1700
15,owner,36,50,married,no_rec,freelance,75,70,14000,600,600,850
2,owner,48,25,single,no_rec,fixed,35,106,4000,0,660,1060
2,priv,48,29,married,no_rec,fixed,90,170,6000,0,1280,1879
0,owner,60,39,married,no_rec,others,60,246,25000,0,850,972
14,owner,48,39,married,no_rec,fixed,60,105,3000,0,500,1745
25,rent,60,57,married,no_rec,fixed,60,146,0,0,1000,1292
10,owner,54,42,married,no_rec,fixed,60,105,3000,0,850,911
15,owner,18,34,married,no_rec,freelance,75,275,14000,0,700,2243
24,other,60,36,married,yes_rec,freelance,75,292,0,0,2200,2428
6,other,60,58,married,no_rec,fixed,45,234,0,0,610,1027
7,rent,60,33,married,no_rec,freelance,107,320,1500,0,1050,1092
3,parents,18,16,single,no_rec,fixed,35,176,8000,0,1200,2150
5,rent,60,31,married,yes_rec,fixed,66,61,0,0,1100,1243
15,rent,36,38,married,no_rec,freelance,75,217,15000,2000,1100,1720
2,owner,60,35,married,no_rec,freelance,75,67,25000,0,1800,2287
15,owner,48,48,married,no_rec,freelance,45,200,15000,3500,1650,2000
3,owner,60,30,married,yes_rec,fixed,60,143,7000,0,2100,3038
10,owner,48,31,married,no_rec,partime,75,82,3000,0,1000,1400
14,rent,60,25,married,yes_rec,fixed,67,217,0,0,1800,1807
0,owner,48,58,married,no_rec,others,35,100,6000,2900,1000,1439
1,owner,36,22,married,no_rec,partime,45,127,4500,3000,600,745
5,rent,60,32,single,no_rec,fixed,48,130,0,0,600,1062
1,parents,60,17,single,no_rec,fixed,35,45,0,0,1350,1520
15,rent,60,31,married,yes_rec,freelance,97,65,0,0,1000,1168
4,rent,60,19,married,no_rec,fixed,50,151,0,0,900,1155
3,owner,60,42,married,no_rec,fixed,75,300,8000,0,1060,1160
2,parents,12,20,single,yes_rec,freelance,35,74,18000,0,600,1638
33,owner,48,54,married,yes_rec,fixed,45,114,10000,0,1200,1420
30,rent,60,50,married,no_rec,fixed,57,115,10000,0,900,1000
7,parents,60,20,single,no_rec,fixed,35,58,28000,0,1100,1338
32,rent,36,47,married,no_rec,fixed,63,180,0,0,1100,1489
0,owner,36,25,separated,no_rec,freelance,60,48,7000,0,300,365
1,parents,48,17,single,no_rec,freelance,45,158,0,0,260,1440
2,rent,36,23,married,no_rec,partime,42,67,0,0,150,898
10,owner,36,47,married,no_rec,freelance,35,225,25000,0,2000,2315
6,parents,60,22,single,no_rec,fixed,35,130,0,0,1600,1900
19,owner,60,51,married,no_rec,fixed,45,169,7000,0,1400,1714
1,rent,36,17,single,no_rec,fixed,46,110,0,0,900,950
0,rent,48,31,married,no_rec,fixed,74,141,0,0,1150,1485
2,rent,60,21,married,no_rec,partime,85,97,6000,0,1070,1172
30,owner,48,55,married,no_rec,freelance,60,6,16000,0,1200,1636
2,parents,60,17,single,no_rec,freelance,35,115,0,0,1250,1263
15,owner,60,40,divorced,no_rec,fixed,35,140,16000,0,1000,1200
10,owner,60,44,widow,no_rec,fixed,35,160,3000,0,1650,1659
0,other,60,25,single,no_rec,partime,35,61,0,0,500,1081
2,owner,60,15,single,no_rec,fixed,35,150,32000,2000,1500,1599
1,priv,60,39,married,no_rec,partime,45,115,2000,0,750,953
2,parents,60,19,single,no_rec,fixed,35,100,0,0,1600,1601
23,rent,24,42,single,no_rec,fixed,44,86,0,0,350,975
0,rent,36,29,separated,no_rec,fixed,49,140,0,0,1150,1600
1,rent,18,28,married,no_rec,freelance,69,244,0,0,600,1150
1,parents,36,17,single,no_rec,partime,35,59,0,0,880,940
2,owner,48,27,married,no_rec,fixed,75,139,2000,80,460,1589
2,rent,60,27,married,no_rec,fixed,93,175,0,0,1650,1688
7,owner,36,26,married,no_rec,fixed,45,180,9000,1600,700,1400
2,owner,60,52,single,no_rec,freelance,35,50,15000,0,960,962
3,parents,60,20,single,no_rec,fixed,35,174,0,0,1000,1252
0,parents,60,20,single,no_rec,freelance,35,130,0,0,800,1380
4,owner,60,27,married,no_rec,fixed,60,147,3500,0,830,935
24,owner,60,41,married,no_rec,fixed,60,140,6000,1000,1100,1653
10,other,36,40,married,yes_rec,fixed,45,102,0,0,535,585
11,owner,60,22,married,no_rec,fixed,45,318,8000,3300,1350,1600
1,rent,36,23,single,no_rec,fixed,55,196,0,0,1200,1599
23,owner,36,36,married,no_rec,fixed,60,169,37000,180,1000,1457
5,owner,48,21,single,no_rec,fixed,35,34,10000,5000,1500,2272
3,owner,48,27,married,no_rec,freelance,75,65,10500,1500,1500,2155
3,owner,60,28,married,no_rec,fixed,60,129,3436,2686,800,880
4,parents,60,21,single,no_rec,freelance,35,60,0,0,600,710
4,other,48,36,married,yes_rec,freelance,45,140,0,0,1000,1250
3,parents,24,24,single,no_rec,fixed,35,66,0,0,300,525
2,owner,60,18,single,no_rec,fixed,45,75,7000,0,1070,1209
14,parents,48,32,married,yes_rec,fixed,60,120,0,0,1000,1189
4,parents,60,21,single,no_rec,fixed,35,104,2500,2000,1048,1048
5,owner,48,50,married,no_rec,freelance,90,41,30000,0,850,1344
7,owner,18,35,married,yes_rec,fixed,75,169,4000,400,400,1717
18,owner,48,38,single,no_rec,fixed,35,90,2500,0,1000,1626
0,owner,60,54,married,no_rec,others,35,131,12000,0,1150,1157
33,owner,48,56,married,no_rec,fixed,35,130,8000,0,850,1050
0,other,60,38,married,no_rec,fixed,120,268,0,0,1200,1285
4,parents,60,17,single,no_rec,fixed,35,80,0,0,1200,1425
10,owner,36,51,married,yes_rec,freelance,90,321,26000,0,975,1576
1,owner,18,33,married,no_rec,others,35,106,4000,0,480,1059
8,owner,36,48,married,no_rec,fixed,45,254,6000,0,350,575
2,rent,60,19,single,no_rec,fixed,35,81,0,0,850,989
0,owner,36,18,single,no_rec,partime,45,122,2500,0,400,400
3,owner,60,21,married,no_rec,partime,45,120,6100,1500,1000,1403
9,rent,60,27,married,no_rec,fixed,71,105,0,0,700,1800
11,owner,60,49,married,no_rec,fixed,45,230,15000,0,1200,1415
25,owner,60,58,married,no_rec,freelance,60,70,10000,0,700,925
0,parents,24,21,single,no_rec,partime,35,69,0,0,107,125
2,parents,60,21,married,no_rec,fixed,45,199,0,0,1500,1698
30,owner,36,51,married,no_rec,fixed,60,150,2000,0,400,450
0,other,60,27,married,no_rec,fixed,75,160,0,0,1300,1350
0,other,36,44,married,yes_rec,freelance,60,95,0,0,1000,1800
1,rent,36,32,married,no_rec,partime,75,145,0,0,1100,1871
6,rent,36,21,married,no_rec,fixed,47,120,0,0,1250,1657
15,other,48,28,married,no_rec,fixed,45,125,0,0,1000,1587
26,owner,48,44,married,no_rec,fixed,60,240,2000,0,1750,2047
0,rent,24,18,married,yes_rec,fixed,83,80,0,0,425,590
4,owner,36,18,married,no_rec,fixed,75,168,4000,0,1100,1385
20,owner,24,48,married,no_rec,freelance,45,200,100000,0,1000,1419
2,parents,60,17,single,no_rec,fixed,35,151,0,0,1100,1481
1,owner,36,20,widow,no_rec,fixed,45,60,2000,0,525,800
4,rent,54,22,married,no_rec,fixed,74,139,0,0,900,1132
6,rent,60,26,single,no_rec,fixed,43,82,0,0,800,946
5,priv,60,32,married,no_rec,partime,60,95,2000,0,1065,1165
12,owner,36,42,married,no_rec,fixed,60,211,55,0,1050,1521
15,owner,36,40,married,no_rec,freelance,60,214,8000,0,1400,1500
16,owner,36,25,married,no_rec,fixed,45,82,4500,0,800,975
1,rent,48,26,married,no_rec,fixed,87,115,0,0,1100,1672
3,rent,48,20,married,yes_rec,freelance,35,78,0,0,1300,1361
0,owner,60,22,married,no_rec,partime,45,113,3000,1500,1200,1532
